price;city;square;land_plot_surface;medical_service_exists_nearby;cluster
939000.0;3.0;120.0;230.0;0.0;1
595000.0;30.0;77.0;0.0;1.0;2
1070000.0;27.0;154.0;62.0;0.0;0
518500.0;0.0;95.0;350.0;0.0;1
668000.0;3.0;100.0;153.0;0.0;1
378000.0;0.0;89.0;370.0;0.0;1
1270000.0;22.0;180.0;450.0;0.0;0
449000.0;11.0;110.0;50.0;1.0;2
1790000.0;11.0;347.0;450.0;0.0;0
559000.0;0.0;80.0;279.0;0.0;1
498000.0;0.0;113.0;300.0;0.0;1
1345000.0;3.0;190.0;487.0;0.0;0
1154000.0;22.0;146.0;358.0;0.0;0
2180000.0;34.0;350.0;1618.0;0.0;0
990000.0;11.0;145.0;50.0;0.0;1
789000.0;27.0;132.0;225.0;0.0;1
1150000.0;9.0;140.0;223.0;0.0;1
1040000.0;8.0;146.0;325.0;0.0;1
1395000.0;30.0;201.0;345.0;0.0;0
650000.0;9.0;85.0;130.0;0.0;1
1195000.0;9.0;162.0;350.0;1.0;2
815000.0;9.0;190.0;0.0;0.0;1
840000.0;27.0;147.0;263.0;1.0;2
525000.0;35.0;133.0;170.0;0.0;1
728000.0;2.0;135.0;128.0;0.0;1
1153600.0;22.0;138.0;358.0;1.0;2
895000.0;24.0;141.0;562.0;0.0;1
950000.0;27.0;191.0;670.0;1.0;2
799000.0;11.0;130.0;213.0;0.0;1
790000.0;11.0;95.0;116.0;0.0;1
1080000.0;9.0;235.0;357.0;1.0;2
1990000.0;28.0;263.0;732.0;0.0;0
890000.0;9.0;149.0;279.0;1.0;2
780000.0;27.0;102.0;160.0;0.0;1
697110.0;0.0;110.0;400.0;0.0;1
645000.0;0.0;137.0;160.0;0.0;1
1395000.0;28.0;125.0;309.0;0.0;0
699000.0;11.0;100.0;220.0;1.0;2
1085000.0;6.0;195.0;397.0;0.0;1
1145000.0;8.0;157.0;308.0;0.0;1
665230.0;0.0;101.0;400.0;0.0;1
1680000.0;27.0;270.0;508.0;0.0;0
1200000.0;7.0;247.0;0.0;0.0;0
1150000.0;24.0;206.0;0.0;0.0;0
912030.0;0.0;110.0;840.0;0.0;1
785000.0;8.0;96.0;350.0;0.0;1
500000.0;9.0;126.0;252.0;1.0;2
1200000.0;11.0;215.0;410.0;0.0;0
699000.0;24.0;109.0;353.0;0.0;1
999000.0;5.0;190.0;314.0;1.0;2
586000.0;9.0;97.0;154.0;0.0;1
1070000.0;1.0;113.0;159.0;0.0;1
600000.0;1.0;120.0;98.0;1.0;2
935000.0;24.0;120.0;206.0;0.0;1
459000.0;24.0;60.0;122.0;0.0;1
760000.0;0.0;154.0;360.0;0.0;1
695000.0;1.0;114.0;114.0;0.0;1
750000.0;9.0;134.0;156.0;0.0;1
995000.0;27.0;158.0;457.0;0.0;0
700000.0;5.0;100.0;234.0;0.0;1
750000.0;8.0;145.0;190.0;0.0;1
324000.0;35.0;76.0;180.0;1.0;2
1133000.0;9.0;183.0;0.0;0.0;1
2240000.0;27.0;192.0;2000.0;0.0;0
1395000.0;0.0;265.0;404.0;0.0;0
755000.0;0.0;158.0;477.0;0.0;1
1098000.0;16.0;120.0;290.0;0.0;1
549000.0;7.0;68.0;567.0;0.0;1
1450000.0;28.0;189.0;450.0;0.0;0
369000.0;11.0;76.0;0.0;0.0;1
650000.0;17.0;100.0;0.0;0.0;1
1120000.0;27.0;130.0;251.0;0.0;0
750000.0;0.0;193.0;201.0;0.0;1
410000.0;11.0;67.0;0.0;1.0;2
850000.0;18.0;120.0;0.0;0.0;1
577500.0;0.0;114.0;337.0;0.0;1
1220000.0;22.0;190.0;250.0;0.0;0
895000.0;7.0;235.0;625.0;1.0;2
560000.0;24.0;122.0;271.0;0.0;1
675000.0;20.0;112.0;74.0;0.0;1
840000.0;0.0;201.0;318.0;0.0;1
1490000.0;27.0;250.0;526.0;0.0;0
2198700.0;33.0;280.0;803.0;1.0;0
730000.0;24.0;106.0;300.0;1.0;2
845000.0;18.0;155.0;720.0;0.0;1
699000.0;11.0;100.0;220.0;1.0;2
540000.0;16.0;70.0;93.0;0.0;1
799000.0;11.0;120.0;117.0;1.0;2
775000.0;0.0;175.0;400.0;1.0;2
695000.0;11.0;115.0;0.0;0.0;1
990000.0;10.0;210.0;210.0;0.0;0
495000.0;1.0;114.0;0.0;0.0;1
1250000.0;29.0;143.0;300.0;0.0;0
929000.0;0.0;114.0;492.0;0.0;1
1845000.0;22.0;187.0;815.0;0.0;0
1040000.0;27.0;117.0;270.0;0.0;1
549000.0;7.0;68.0;567.0;0.0;1
2600000.0;34.0;255.0;2500.0;1.0;0
620000.0;13.0;150.0;284.0;0.0;1
475000.0;24.0;86.0;213.0;0.0;1
300000.0;27.0;52.0;55.0;0.0;1
1450000.0;17.0;195.0;175.0;0.0;0
1680000.0;17.0;171.0;1088.0;0.0;0
520000.0;9.0;110.0;358.0;0.0;1
795000.0;8.0;118.0;250.0;0.0;1
525000.0;24.0;76.0;25.0;0.0;1
320000.0;11.0;45.0;0.0;1.0;2
1140000.0;30.0;208.0;340.0;1.0;2
815000.0;9.0;180.0;188.0;1.0;2
880000.0;11.0;122.0;100.0;0.0;1
529000.0;18.0;71.0;568.0;0.0;1
599000.0;9.0;145.0;325.0;1.0;2
750000.0;13.0;138.0;319.0;1.0;2
1794000.0;30.0;160.0;688.0;0.0;0
459000.0;15.0;99.0;0.0;0.0;1
1880000.0;30.0;215.0;553.0;0.0;0
1180000.0;28.0;107.0;608.0;0.0;0
795000.0;20.0;90.0;172.0;0.0;1
1220000.0;2.0;210.0;500.0;0.0;0
748000.0;27.0;106.0;327.0;0.0;1
839000.0;9.0;150.0;0.0;0.0;1
549000.0;24.0;100.0;199.0;0.0;1
3490000.0;29.0;364.0;996.0;0.0;0
479000.0;31.0;70.0;131.0;0.0;1
475000.0;20.0;53.0;110.0;0.0;1
640000.0;24.0;100.0;151.0;0.0;1
1880000.0;30.0;215.0;553.0;0.0;0
890000.0;9.0;134.0;160.0;0.0;1
689000.0;35.0;192.0;480.0;0.0;0
529000.0;18.0;128.0;0.0;0.0;1
998000.0;30.0;191.0;0.0;1.0;2
309000.0;11.0;107.0;161.0;1.0;2
369000.0;24.0;74.0;180.0;0.0;1
1030000.0;31.0;188.0;0.0;0.0;0
676000.0;27.0;114.0;212.0;0.0;1
860000.0;32.0;97.0;90.0;0.0;1
839000.0;9.0;167.0;200.0;0.0;1
530000.0;0.0;90.0;344.0;0.0;1
1249000.0;20.0;164.0;0.0;0.0;0
1600000.0;11.0;260.0;209.0;0.0;0
580000.0;11.0;113.0;164.0;0.0;1
599000.0;24.0;80.0;133.0;0.0;1
1149000.0;27.0;213.0;90.0;0.0;0
866000.0;6.0;111.0;855.0;0.0;1
587000.0;30.0;63.0;197.0;0.0;1
1220000.0;30.0;175.0;123.0;0.0;0
669000.0;0.0;110.0;186.0;0.0;1
680000.0;27.0;114.0;0.0;0.0;1
350000.0;27.0;50.0;70.0;1.0;2
820000.0;12.0;105.0;177.0;0.0;1
1745000.0;33.0;220.0;828.0;0.0;0
1245000.0;9.0;210.0;650.0;0.0;0
770000.0;7.0;115.0;227.0;0.0;1
1050000.0;28.0;150.0;218.0;0.0;0
549000.0;9.0;96.0;252.0;0.0;1
815000.0;18.0;154.0;199.0;0.0;1
899000.0;29.0;125.0;373.0;0.0;1
1249000.0;34.0;310.0;350.0;0.0;0
995000.0;16.0;105.0;146.0;0.0;1
790000.0;0.0;160.0;150.0;0.0;1
550000.0;0.0;146.0;282.0;0.0;1
899000.0;24.0;140.0;350.0;0.0;1
719000.0;1.0;98.0;95.0;0.0;1
675000.0;24.0;98.0;0.0;0.0;1
1685000.0;27.0;290.0;2500.0;0.0;0
385000.0;11.0;81.0;0.0;0.0;1
1380000.0;34.0;168.0;500.0;1.0;2
1470000.0;27.0;190.0;453.0;0.0;0
725000.0;24.0;130.0;286.0;1.0;2
698000.0;3.0;111.0;148.0;0.0;1
2700000.0;29.0;416.0;736.0;1.0;0
1099000.0;0.0;220.0;486.0;0.0;0
620000.0;11.0;120.0;185.0;0.0;1
1055000.0;32.0;193.0;0.0;0.0;0
650000.0;27.0;89.0;149.0;0.0;1
1098000.0;9.0;140.0;310.0;1.0;2
1049000.0;31.0;220.0;507.0;0.0;0
725000.0;0.0;190.0;380.0;0.0;1
499000.0;2.0;70.0;105.0;0.0;1
750000.0;9.0;112.0;313.0;0.0;1
750000.0;8.0;145.0;182.0;0.0;1
1265000.0;27.0;165.0;638.0;0.0;0
420000.0;11.0;61.0;76.0;0.0;1
549000.0;7.0;68.0;567.0;0.0;1
980000.0;0.0;289.0;264.0;0.0;0
1090000.0;26.0;140.0;0.0;1.0;2
800000.0;24.0;140.0;167.0;0.0;1
995000.0;6.0;140.0;388.0;0.0;1
1250000.0;1.0;150.0;295.0;1.0;2
478400.0;6.0;68.0;100.0;0.0;1
2190000.0;9.0;230.0;1334.0;0.0;0
599000.0;7.0;120.0;315.0;1.0;2
245000.0;1.0;40.0;0.0;0.0;1
995000.0;16.0;137.0;186.0;0.0;1
1195000.0;16.0;198.0;397.0;0.0;0
1070000.0;27.0;124.0;276.0;0.0;1
499000.0;24.0;85.0;0.0;0.0;1
570000.0;11.0;131.0;342.0;0.0;1
715000.0;26.0;100.0;183.0;0.0;1
1590000.0;33.0;193.0;200.0;0.0;0
600000.0;27.0;90.0;563.0;0.0;1
798000.0;16.0;105.0;131.0;1.0;2
325000.0;2.0;72.0;0.0;0.0;1
690000.0;27.0;107.0;0.0;1.0;2
845000.0;24.0;164.0;0.0;0.0;1
880000.0;2.0;185.0;210.0;0.0;1
945000.0;17.0;120.0;115.0;0.0;1
1850000.0;22.0;211.0;445.0;0.0;0
850000.0;24.0;149.0;500.0;1.0;2
850000.0;9.0;127.0;400.0;0.0;1
724000.0;24.0;87.0;364.0;0.0;1
890000.0;9.0;180.0;233.0;0.0;1
750000.0;26.0;86.0;0.0;0.0;1
899000.0;24.0;120.0;350.0;0.0;1
1099000.0;3.0;138.0;300.0;0.0;1
865000.0;11.0;142.0;202.0;0.0;1
1248000.0;9.0;241.0;527.0;0.0;0
1395000.0;27.0;206.0;27.0;1.0;2
799000.0;11.0;128.0;520.0;1.0;2
850000.0;13.0;150.0;300.0;1.0;2
836000.0;31.0;162.0;420.0;0.0;0
750000.0;8.0;145.0;182.0;0.0;1
880000.0;9.0;130.0;0.0;0.0;1
690000.0;27.0;118.0;0.0;0.0;1
1100000.0;27.0;205.0;127.0;0.0;0
560000.0;24.0;87.0;0.0;0.0;1
1370000.0;11.0;150.0;331.0;0.0;0
900000.0;11.0;122.0;180.0;0.0;1
950000.0;27.0;239.0;182.0;0.0;0
1050000.0;27.0;136.0;240.0;0.0;0
655000.0;8.0;85.0;191.0;0.0;1
799000.0;30.0;150.0;244.0;1.0;2
1420000.0;16.0;200.0;250.0;0.0;0
2180000.0;33.0;303.0;1060.0;0.0;0
1870000.0;31.0;320.0;1011.0;1.0;0
550000.0;11.0;95.0;318.0;1.0;2
1150000.0;34.0;133.0;600.0;0.0;0
579000.0;2.0;130.0;210.0;0.0;1
1700000.0;28.0;290.0;736.0;0.0;0
882000.0;24.0;155.0;200.0;0.0;1
1290000.0;9.0;300.0;400.0;0.0;0
528000.0;11.0;107.0;147.0;1.0;2
1095000.0;27.0;200.0;780.0;1.0;2
1097000.0;27.0;140.0;750.0;1.0;2
320000.0;11.0;46.0;28.0;0.0;1
1250000.0;8.0;200.0;240.0;1.0;2
829000.0;24.0;165.0;222.0;0.0;1
499000.0;11.0;85.0;0.0;0.0;1
735000.0;24.0;130.0;130.0;1.0;2
950000.0;27.0;165.0;269.0;0.0;0
1049000.0;11.0;150.0;260.0;0.0;1
1200000.0;30.0;177.0;378.0;1.0;2
598000.0;0.0;133.0;451.0;0.0;1
1800000.0;14.0;217.0;800.0;0.0;0
1695000.0;30.0;299.0;0.0;0.0;0
1360000.0;16.0;194.0;137.0;0.0;0
639000.0;24.0;100.0;251.0;0.0;1
1070000.0;31.0;149.0;337.0;0.0;0
1080000.0;9.0;185.0;287.0;0.0;1
680000.0;30.0;65.0;90.0;0.0;1
795000.0;33.0;106.0;492.0;0.0;1
530000.0;0.0;112.0;490.0;0.0;1
1265000.0;28.0;155.0;770.0;0.0;0
440000.0;15.0;130.0;220.0;0.0;1
1300000.0;13.0;240.0;500.0;1.0;2
826800.0;27.0;137.0;143.0;0.0;1
3450000.0;27.0;650.0;3946.0;1.0;0
940000.0;28.0;85.0;173.0;0.0;1
469000.0;11.0;85.0;269.0;0.0;1
816300.0;8.0;118.0;100.0;0.0;1
1295000.0;27.0;140.0;504.0;1.0;2
415000.0;24.0;66.0;210.0;0.0;1
468000.0;0.0;88.0;265.0;0.0;1
620000.0;6.0;80.0;230.0;0.0;1
649000.0;27.0;92.0;96.0;1.0;2
700000.0;24.0;157.0;255.0;0.0;1
895000.0;11.0;174.0;0.0;0.0;1
735000.0;0.0;180.0;239.0;0.0;1
1680000.0;17.0;199.0;398.0;1.0;2
530000.0;24.0;79.0;234.0;0.0;1
1450000.0;11.0;170.0;734.0;0.0;0
1080000.0;22.0;200.0;321.0;0.0;0
1250000.0;7.0;120.0;597.0;0.0;1
1550000.0;22.0;160.0;524.0;0.0;0
771450.0;30.0;106.0;0.0;0.0;1
1050000.0;24.0;162.0;477.0;0.0;0
470000.0;18.0;60.0;210.0;0.0;1
1070000.0;12.0;142.0;159.0;0.0;1
695000.0;24.0;64.0;784.0;0.0;1
695000.0;24.0;64.0;784.0;0.0;1
936000.0;2.0;130.0;792.0;0.0;1
999000.0;9.0;170.0;200.0;0.0;1
750000.0;9.0;117.0;200.0;0.0;1
680000.0;27.0;118.0;166.0;0.0;1
345000.0;0.0;31.0;180.0;0.0;1
282000.0;11.0;79.0;140.0;0.0;1
750000.0;11.0;94.0;123.0;1.0;2
1245000.0;22.0;164.0;323.0;0.0;0
3900000.0;4.0;264.0;270.0;1.0;0
680000.0;11.0;90.0;134.0;0.0;1
913500.0;6.0;110.0;270.0;0.0;1
1890000.0;27.0;217.0;456.0;1.0;0
850000.0;6.0;120.0;300.0;0.0;1
899000.0;1.0;170.0;174.0;0.0;1
799000.0;27.0;145.0;120.0;0.0;1
680000.0;13.0;126.0;600.0;0.0;1
1149000.0;17.0;190.0;203.0;0.0;0
742000.0;9.0;115.0;100.0;0.0;1
735000.0;9.0;146.0;270.0;0.0;1
1300000.0;27.0;205.0;758.0;1.0;2
1390000.0;29.0;260.0;381.0;0.0;0
504500.0;0.0;90.0;328.0;0.0;1
1070000.0;27.0;124.0;276.0;0.0;1
1099000.0;0.0;203.0;485.0;0.0;1
2200000.0;9.0;310.0;1128.0;0.0;0
775000.0;11.0;102.0;156.0;0.0;1
459500.0;11.0;58.0;118.0;1.0;2
339900.0;1.0;51.0;65.0;0.0;1
695000.0;27.0;73.0;602.0;0.0;1
1025000.0;5.0;216.0;337.0;0.0;0
748000.0;27.0;71.0;327.0;1.0;2
549000.0;15.0;142.0;0.0;0.0;1
1010000.0;11.0;130.0;223.0;0.0;1
1195000.0;9.0;125.0;140.0;0.0;1
621000.0;6.0;106.0;230.0;0.0;1
1196000.0;2.0;157.0;354.0;1.0;2
625000.0;0.0;96.0;400.0;0.0;1
1035000.0;27.0;139.0;260.0;0.0;0
720000.0;4.0;73.0;0.0;0.0;1
549000.0;30.0;100.0;199.0;0.0;1
1290000.0;28.0;174.0;110.0;1.0;2
735000.0;24.0;130.0;130.0;1.0;2
1745000.0;27.0;240.0;374.0;0.0;0
895000.0;27.0;124.0;486.0;0.0;1
1690000.0;10.0;247.0;0.0;0.0;0
1780000.0;33.0;226.0;927.0;0.0;0
1495000.0;16.0;175.0;155.0;0.0;0
856000.0;24.0;162.0;400.0;0.0;1
594000.0;20.0;96.0;150.0;0.0;1
550000.0;8.0;88.0;158.0;1.0;2
1250000.0;1.0;157.0;380.0;1.0;2
1295000.0;30.0;140.0;504.0;1.0;2
415000.0;24.0;65.0;210.0;0.0;1
1189000.0;11.0;153.0;700.0;1.0;2
795000.0;18.0;190.0;225.0;0.0;1
731300.0;6.0;95.0;140.0;1.0;2
1290000.0;27.0;182.0;611.0;0.0;0
728000.0;13.0;128.0;302.0;0.0;1
899000.0;11.0;148.0;255.0;0.0;1
700000.0;0.0;140.0;350.0;0.0;1
467000.0;27.0;68.0;120.0;0.0;1
599000.0;18.0;129.0;286.0;0.0;1
1390000.0;1.0;210.0;0.0;1.0;2
650000.0;11.0;146.0;130.0;0.0;1
945000.0;30.0;161.0;187.0;0.0;0
945000.0;17.0;120.0;115.0;0.0;1
698000.0;27.0;91.0;457.0;1.0;2
678000.0;27.0;90.0;24153.0;0.0;0
1765000.0;17.0;426.0;914.0;1.0;0
1490000.0;30.0;195.0;0.0;0.0;0
1390000.0;21.0;167.0;514.0;1.0;2
1235000.0;1.0;175.0;380.0;0.0;1
948000.0;27.0;140.0;486.0;1.0;2
295000.0;15.0;90.0;0.0;0.0;1
1195000.0;31.0;120.0;210.0;0.0;0
738500.0;0.0;139.0;450.0;0.0;1
874000.0;7.0;130.0;330.0;0.0;1
990000.0;30.0;145.0;200.0;0.0;0
988000.0;9.0;197.0;240.0;0.0;1
680000.0;20.0;101.0;120.0;0.0;1
620000.0;9.0;85.0;85.0;0.0;1
459000.0;24.0;92.0;525.0;1.0;2
1079000.0;0.0;191.0;458.0;0.0;1
1535000.0;33.0;128.0;1052.0;0.0;0
890000.0;29.0;116.0;260.0;0.0;1
1990000.0;1.0;235.0;483.0;0.0;0
725000.0;24.0;127.0;344.0;0.0;1
628000.0;18.0;75.0;501.0;1.0;2
1450000.0;12.0;165.0;299.0;0.0;0
1145000.0;14.0;161.0;215.0;0.0;1
420000.0;1.0;76.0;100.0;0.0;1
649000.0;31.0;86.0;0.0;0.0;1
840000.0;0.0;100.0;870.0;0.0;1
675000.0;9.0;185.0;216.0;1.0;2
598000.0;2.0;106.0;200.0;1.0;2
880000.0;0.0;238.0;468.0;0.0;1
1540000.0;18.0;220.0;707.0;0.0;0
1490000.0;1.0;326.0;380.0;1.0;2
1286800.0;1.0;108.0;127.0;1.0;2
990000.0;27.0;138.0;390.0;0.0;1
1650000.0;24.0;300.0;767.0;0.0;0
824000.0;24.0;144.0;225.0;0.0;1
940000.0;28.0;97.0;130.0;0.0;1
797000.0;22.0;115.0;205.0;0.0;1
1390000.0;1.0;170.0;280.0;0.0;0
795000.0;4.0;65.0;0.0;1.0;2
690000.0;9.0;161.0;300.0;0.0;1
749000.0;0.0;155.0;413.0;0.0;1
670000.0;2.0;98.0;448.0;1.0;2
945000.0;13.0;260.0;520.0;0.0;0
998000.0;27.0;190.0;295.0;0.0;0
498000.0;0.0;89.0;275.0;1.0;2
620000.0;0.0;90.0;350.0;0.0;1
2830000.0;4.0;262.0;0.0;0.0;0
905000.0;3.0;136.0;90.0;0.0;1
645000.0;27.0;100.0;0.0;0.0;1
410000.0;0.0;68.0;442.0;0.0;1
590000.0;18.0;112.0;456.0;1.0;2
680000.0;3.0;90.0;91.0;0.0;1
560000.0;24.0;75.0;431.0;0.0;1
1150000.0;27.0;156.0;351.0;0.0;0
1800000.0;14.0;217.0;800.0;0.0;0
560000.0;24.0;122.0;271.0;0.0;1
799000.0;30.0;161.0;139.0;0.0;1
1485000.0;4.0;153.0;0.0;0.0;0
690000.0;27.0;150.0;192.0;0.0;1
1248000.0;2.0;201.0;398.0;0.0;0
630000.0;27.0;74.0;791.0;0.0;1
890000.0;34.0;130.0;365.0;0.0;1
895000.0;27.0;125.0;238.0;0.0;1
1085000.0;27.0;147.0;273.0;1.0;2
512000.0;12.0;74.0;0.0;1.0;2
1030000.0;27.0;140.0;0.0;1.0;2
550000.0;0.0;156.0;395.0;1.0;2
1494717.0;22.0;139.0;590.0;0.0;0
399000.0;11.0;75.0;195.0;0.0;1
510000.0;31.0;119.0;139.0;0.0;1
1100000.0;22.0;116.0;275.0;0.0;1
799000.0;31.0;112.0;112.0;0.0;1
1300000.0;12.0;150.0;324.0;1.0;2
600000.0;11.0;147.0;179.0;0.0;1
548000.0;11.0;107.0;172.0;0.0;1
1150000.0;26.0;149.0;299.0;0.0;0
599000.0;9.0;150.0;180.0;0.0;1
1295000.0;27.0;185.0;386.0;0.0;0
570000.0;2.0;122.0;158.0;0.0;1
415000.0;11.0;66.0;210.0;0.0;1
883809.0;9.0;150.0;586.0;0.0;1
712000.0;9.0;90.0;343.0;0.0;1
399000.0;9.0;63.0;32.0;0.0;1
1799000.0;27.0;250.0;910.0;0.0;0
740000.0;27.0;72.0;428.0;0.0;1
638000.0;9.0;122.0;241.0;0.0;1
535000.0;2.0;104.0;135.0;1.0;2
750000.0;9.0;145.0;150.0;1.0;2
1275000.0;1.0;200.0;204.0;0.0;0
350000.0;15.0;100.0;80.0;0.0;1
699000.0;15.0;150.0;265.0;0.0;1
1450000.0;22.0;180.0;265.0;1.0;2
720000.0;6.0;120.0;230.0;0.0;1
1494717.0;22.0;131.0;590.0;1.0;2
950000.0;0.0;167.0;300.0;0.0;1
1190000.0;20.0;150.0;232.0;0.0;0
1150000.0;30.0;149.0;299.0;0.0;0
990000.0;9.0;172.0;192.0;0.0;1
1050000.0;30.0;145.0;0.0;0.0;0
742000.0;9.0;115.0;138.0;0.0;1
482000.0;0.0;100.0;160.0;0.0;1
1070000.0;0.0;227.0;400.0;0.0;0
1195000.0;23.0;200.0;230.0;0.0;0
395000.0;7.0;54.0;287.0;1.0;2
1140000.0;7.0;222.0;849.0;0.0;0
515000.0;15.0;85.0;120.0;1.0;2
895000.0;9.0;150.0;200.0;1.0;2
699000.0;6.0;98.0;191.0;0.0;1
